County_FIPS,County,State,Overall SVI-2018-Percentile
28079,Leake County,Mississippi,0.9946
28081,Lee County,Mississippi,0.7952
28083,Leflore County,Mississippi,0.9653
28085,Lincoln County,Mississippi,0.7586
28087,Lowndes County,Mississippi,0.7975
28089,Madison County,Mississippi,0.2898
28091,Marion County,Mississippi,0.935
28093,Marshall County,Mississippi,0.6904
28095,Monroe County,Mississippi,0.6398
28097,Montgomery County,Mississippi,0.8914
28099,Neshoba County,Mississippi,0.9685
28101,Newton County,Mississippi,0.9213
28103,Noxubee County,Mississippi,0.986
28105,Oktibbeha County,Mississippi,0.642
28107,Panola County,Mississippi,0.8933
28109,Pearl River County,Mississippi,0.7051
28111,Perry County,Mississippi,0.7086
28113,Pike County,Mississippi,0.9882
28115,Pontotoc County,Mississippi,0.8962
28117,Prentiss County,Mississippi,0.8513
28119,Quitman County,Mississippi,0.9545
28121,Rankin County,Mississippi,0.3127
28123,Scott County,Mississippi,0.985
28125,Sharkey County,Mississippi,0.9729
28127,Simpson County,Mississippi,0.9073
28129,Smith County,Mississippi,0.4732
28131,Stone County,Mississippi,0.6045
28133,Sunflower County,Mississippi,0.9494
28135,Tallahatchie County,Mississippi,0.9736
28137,Tate County,Mississippi,0.865
28139,Tippah County,Mississippi,0.8646
28141,Tishomingo County,Mississippi,0.6659
28143,Tunica County,Mississippi,0.972
28145,Union County,Mississippi,0.8277
28147,Walthall County,Mississippi,0.8611
28149,Warren County,Mississippi,0.8605
28151,Washington County,Mississippi,0.9783
28153,Wayne County,Mississippi,0.8997
28155,Webster County,Mississippi,0.5962
28157,Wilkinson County,Mississippi,0.9169
28159,Winston County,Mississippi,0.9306
28161,Yalobusha County,Mississippi,0.7347
28163,Yazoo County,Mississippi,0.9952
29001,Adair County,Missouri,0.4548
29003,Andrew County,Missouri,0.0325
29005,Atchison County,Missouri,0.0736
29007,Audrain County,Missouri,0.615
29009,Barry County,Missouri,0.7099
29011,Barton County,Missouri,0.5994
29013,Bates County,Missouri,0.3857
29015,Benton County,Missouri,0.5513
29017,Bollinger County,Missouri,0.4793
29019,Boone County,Missouri,0.2927
29021,Buchanan County,Missouri,0.7182
29023,Butler County,Missouri,0.8172
29025,Caldwell County,Missouri,0.4513
29027,Callaway County,Missouri,0.3232
29029,Camden County,Missouri,0.3363
29031,Cape Girardeau County,Missouri,0.4118
29033,Carroll County,Missouri,0.5325
29035,Carter County,Missouri,0.7455
29037,Cass County,Missouri,0.1188
29039,Cedar County,Missouri,0.6411
29041,Chariton County,Missouri,0.1898
29043,Christian County,Missouri,0.1497
29045,Clark County,Missouri,0.342
29047,Clay County,Missouri,0.1363
29049,Clinton County,Missouri,0.1643
29051,Cole County,Missouri,0.2583
29053,Cooper County,Missouri,0.3892
29055,Crawford County,Missouri,0.7554
29057,Dade County,Missouri,0.6637
29059,Dallas County,Missouri,0.7019
29061,Daviess County,Missouri,0.4707
29063,Dekalb County,Missouri,0.4054
29065,Dent County,Missouri,0.6312
29067,Douglas County,Missouri,0.5232
29069,Dunklin County,Missouri,0.958
29071,Franklin County,Missouri,0.1459
29073,Gasconade County,Missouri,0.0854
29075,Gentry County,Missouri,0.4389
29077,Greene County,Missouri,0.4395
29079,Grundy County,Missouri,0.6185
29081,Harrison County,Missouri,0.7417
29083,Henry County,Missouri,0.5959
29085,Hickory County,Missouri,0.4672
29087,Holt County,Missouri,0.1959
29089,Howard County,Missouri,0.4041
29091,Howell County,Missouri,0.6717
29093,Iron County,Missouri,0.7822
29095,Jackson County,Missouri,0.5354
29097,Jasper County,Missouri,0.6564
29099,Jefferson County,Missouri,0.1863
29101,Johnson County,Missouri,0.3506
29103,Knox County,Missouri,0.557
29105,Laclede County,Missouri,0.6178
29107,Lafayette County,Missouri,0.3882
29109,Lawrence County,Missouri,0.7866
29111,Lewis County,Missouri,0.4465
29113,Lincoln County,Missouri,0.2939
29115,Linn County,Missouri,0.272
29117,Livingston County,Missouri,0.3748
29121,Macon County,Missouri,0.586
29123,Madison County,Missouri,0.4777
29125,Maries County,Missouri,0.5118
29127,Marion County,Missouri,0.5459
29119,Mcdonald County,Missouri,0.8631
29129,Mercer County,Missouri,0.3045
29131,Miller County,Missouri,0.501
29133,Mississippi County,Missouri,0.9076
29135,Moniteau County,Missouri,0.5143
29137,Monroe County,Missouri,0.3876
29139,Montgomery County,Missouri,0.5331
29141,Morgan County,Missouri,0.629
29143,New Madrid County,Missouri,0.8968
29145,Newton County,Missouri,0.4341
29147,Nodaway County,Missouri,0.222
29149,Oregon County,Missouri,0.4885
29151,Osage County,Missouri,0.0497
29153,Ozark County,Missouri,0.5825
29155,Pemiscot County,Missouri,0.9303
29157,Perry County,Missouri,0.2312
29159,Pettis County,Missouri,0.8035
29161,Phelps County,Missouri,0.6596
29163,Pike County,Missouri,0.5376
29165,Platte County,Missouri,0.0959
29167,Polk County,Missouri,0.5987
29169,Pulaski County,Missouri,0.6503
29171,Putnam County,Missouri,0.5764
29173,Ralls County,Missouri,0.1045
29175,Randolph County,Missouri,0.5554
29177,Ray County,Missouri,0.2573
29179,Reynolds County,Missouri,0.5573
29181,Ripley County,Missouri,0.715
29195,Saline County,Missouri,0.8162
29197,Schuyler County,Missouri,0.3831
29199,Scotland County,Missouri,0.5303
29201,Scott County,Missouri,0.7844
29203,Shannon County,Missouri,0.6449
29205,Shelby County,Missouri,0.3984
29183,St. Charles County,Missouri,0.0363
29185,St. Clair County,Missouri,0.4987
29187,St. Francois County,Missouri,0.7016
29189,St. Louis County,Missouri,0.2611
29510,St. Louis City,Missouri,0.7796
29186,Ste. Genevieve County,Missouri,0.1885
29207,Stoddard County,Missouri,0.4643
29209,Stone County,Missouri,0.3487
29211,Sullivan County,Missouri,0.6296
29213,Taney County,Missouri,0.8217
29215,Texas County,Missouri,0.8303
29217,Vernon County,Missouri,0.451
29219,Warren County,Missouri,0.3841
29221,Washington County,Missouri,0.7904
29223,Wayne County,Missouri,0.7646
29225,Webster County,Missouri,0.6385
29227,Worth County,Missouri,0.2239
29229,Wright County,Missouri,0.9006
30001,Beaverhead County,Montana,0.2516
30003,Big Horn County,Montana,0.8274
30005,Blaine County,Montana,0.915
30007,Broadwater County,Montana,0.042
30009,Carbon County,Montana,0.0433
30011,Carter County,Montana,0.0487
30013,Cascade County,Montana,0.4102
30015,Chouteau County,Montana,0.4799
30017,Custer County,Montana,0.2901
30019,Daniels County,Montana,0.0242
30021,Dawson County,Montana,0.0752
30023,Deer Lodge County,Montana,0.4717
30025,Fallon County,Montana,0.0217
30027,Fergus County,Montana,0.2376
30029,Flathead County,Montana,0.0924
30031,Gallatin County,Montana,0.0427
30033,Garfield County,Montana,0.0076
30035,Glacier County,Montana,0.8583
30037,Golden Valley County,Montana,0.0519
30039,Granite County,Montana,0.0764
30041,Hill County,Montana,0.6984
30043,Jefferson County,Montana,0.0481
30045,Judith Basin County,Montana,0.0162
30047,Lake County,Montana,0.6468
30049,Lewis And Clark County,Montana,0.1258
30051,Liberty County,Montana,0.4099
30053,Lincoln County,Montana,0.4194
30057,Madison County,Montana,0.1726
30055,Mccone County,Montana,0.0774
30059,Meagher County,Montana,0.0465
30061,Mineral County,Montana,0.5621
30063,Missoula County,Montana,0.178
30065,Musselshell County,Montana,0.3551
30067,Park County,Montana,0.0688
30069,Petroleum County,Montana,0.0029
30071,Phillips County,Montana,0.4146
30073,Pondera County,Montana,0.8296
30075,Powder River County,Montana,0.0392
30077,Powell County,Montana,0.2545
30079,Prairie County,Montana,0.0758
30081,Ravalli County,Montana,0.186
30083,Richland County,Montana,0.2121
30085,Roosevelt County,Montana,0.8879
30087,Rosebud County,Montana,0.607
30089,Sanders County,Montana,0.3478
30091,Sheridan County,Montana,0.0949
30093,Silver Bow County,Montana,0.5258
30095,Stillwater County,Montana,0.036
30097,Sweet Grass County,Montana,0.0086
30099,Teton County,Montana,0.2981
30101,Toole County,Montana,0.4768
30103,Treasure County,Montana,0.0567
30105,Valley County,Montana,0.1162
30107,Wheatland County,Montana,0.5436
30109,Wibaux County,Montana,0.3933
30111,Yellowstone County,Montana,0.2497
31001,Adams County,Nebraska,0.3592
31003,Antelope County,Nebraska,0.1032
31005,Arthur County,Nebraska,0.0083
31007,Banner County,Nebraska,0.0041
31009,Blaine County,Nebraska,0.0908
31011,Boone County,Nebraska,0.0283
31013,Box Butte County,Nebraska,0.3586
31015,Boyd County,Nebraska,0.092
31017,Brown County,Nebraska,0.1252
31019,Buffalo County,Nebraska,0.2656
31021,Burt County,Nebraska,0.2541
31023,Butler County,Nebraska,0.1172
31025,Cass County,Nebraska,0.0108
31027,Cedar County,Nebraska,0.0121
31029,Chase County,Nebraska,0.1551
31031,Cherry County,Nebraska,0.2261
31033,Cheyenne County,Nebraska,0.121
31035,Clay County,Nebraska,0.1646
31037,Colfax County,Nebraska,0.5188
31039,Cuming County,Nebraska,0.1936
31041,Custer County,Nebraska,0.1818
31043,Dakota County,Nebraska,0.8615
31045,Dawes County,Nebraska,0.1717
31047,Dawson County,Nebraska,0.7933
31049,Deuel County,Nebraska,0.165
31051,Dixon County,Nebraska,0.379
31053,Dodge County,Nebraska,0.5691
31055,Douglas County,Nebraska,0.4669
31057,Dundy County,Nebraska,0.3038
31059,Fillmore County,Nebraska,0.0618
31061,Franklin County,Nebraska,0.0768
31063,Frontier County,Nebraska,0.0994
31065,Furnas County,Nebraska,0.1825
31067,Gage County,Nebraska,0.1105
31069,Garden County,Nebraska,0.0143
31071,Garfield County,Nebraska,0.043
31073,Gosper County,Nebraska,0.0051
31075,Grant County,Nebraska,0.1328
31077,Greeley County,Nebraska,0.0411
31079,Hall County,Nebraska,0.6701
31081,Hamilton County,Nebraska,0.0089
31083,Harlan County,Nebraska,0.1239
31085,Hayes County,Nebraska,0.0436
31087,Hitchcock County,Nebraska,0.1943
31089,Holt County,Nebraska,0.0981
31091,Hooker County,Nebraska,0.1468
31093,Howard County,Nebraska,0.0803
31095,Jefferson County,Nebraska,0.2185
31097,Johnson County,Nebraska,0.5777
31099,Kearney County,Nebraska,0.0939
31101,Keith County,Nebraska,0.2268
31103,Keya Paha County,Nebraska,0.001
31105,Kimball County,Nebraska,0.5611
31107,Knox County,Nebraska,0.3277
31109,Lancaster County,Nebraska,0.3025
31111,Lincoln County,Nebraska,0.3675
31113,Logan County,Nebraska,0.1073
31115,Loup County,Nebraska,0.0045
31119,Madison County,Nebraska,0.5105
31117,Mcpherson County,Nebraska,0.0838
31121,Merrick County,Nebraska,0.1975
31123,Morrill County,Nebraska,0.422
31125,Nance County,Nebraska,0.0825
31127,Nemaha County,Nebraska,0.1659
31129,Nuckolls County,Nebraska,0.1736
31131,Otoe County,Nebraska,0.2287
31133,Pawnee County,Nebraska,0.2318
31135,Perkins County,Nebraska,0.0538
31137,Phelps County,Nebraska,0.1226
31139,Pierce County,Nebraska,0.0229
31141,Platte County,Nebraska,0.2994
31143,Polk County,Nebraska,0.1908
31145,Red Willow County,Nebraska,0.2373
31147,Richardson County,Nebraska,0.1025
31149,Rock County,Nebraska,0.0092
31151,Saline County,Nebraska,0.5978
31153,Sarpy County,Nebraska,0.0971
31155,Saunders County,Nebraska,0.0424
31157,Scotts Bluff County,Nebraska,0.5675
31159,Seward County,Nebraska,0.0468
31161,Sheridan County,Nebraska,0.5968
31163,Sherman County,Nebraska,0.0739
31165,Sioux County,Nebraska,0.0178
31167,Stanton County,Nebraska,0.057
31169,Thayer County,Nebraska,0.058
31171,Thomas County,Nebraska,0.0035
31173,Thurston County,Nebraska,0.8866
31175,Valley County,Nebraska,0.1484
31177,Washington County,Nebraska,0.0379
31179,Wayne County,Nebraska,0.0847
31181,Webster County,Nebraska,0.1092
31183,Wheeler County,Nebraska,0.0048
31185,York County,Nebraska,0.1828
32510,Carson City,Nevada,0.8443
32001,Churchill County,Nevada,0.6048
32003,Clark County,Nevada,0.7404
32005,Douglas County,Nevada,0.1793
32007,Elko County,Nevada,0.5178
32009,Esmeralda County,Nevada,0.6395
32011,Eureka County,Nevada,0.0675
32013,Humboldt County,Nevada,0.5869
32015,Lander County,Nevada,0.8261
32017,Lincoln County,Nevada,0.4213
32019,Lyon County,Nevada,0.5783
32021,Mineral County,Nevada,0.8815
32023,Nye County,Nevada,0.7309
32027,Pershing County,Nevada,0.9038
32029,Storey County,Nevada,0.0717
32031,Washoe County,Nevada,0.5271
32033,White Pine County,Nevada,0.3742
33001,Belknap County,New Hampshire,0.0841
33003,Carroll County,New Hampshire,0.0583
33005,Cheshire County,New Hampshire,0.1417
33007,Coos County,New Hampshire,0.529
33009,Grafton County,New Hampshire,0.1882
33011,Hillsborough County,New Hampshire,0.1911
33013,Merrimack County,New Hampshire,0.1455
33015,Rockingham County,New Hampshire,0.0111
33017,Strafford County,New Hampshire,0.1748
33019,Sullivan County,New Hampshire,0.1513
34001,Atlantic County,New Jersey,0.7911
34003,Bergen County,New Jersey,0.2395
34005,Burlington County,New Jersey,0.2054
34007,Camden County,New Jersey,0.6118
34009,Cape May County,New Jersey,0.3398
34011,Cumberland County,New Jersey,0.9592
34013,Essex County,New Jersey,0.8404
34015,Gloucester County,New Jersey,0.1675
34017,Hudson County,New Jersey,0.6424
34019,Hunterdon County,New Jersey,0.0264
34021,Mercer County,New Jersey,0.558
34023,Middlesex County,New Jersey,0.4659
34025,Monmouth County,New Jersey,0.1605
34027,Morris County,New Jersey,0.1201
34029,Ocean County,New Jersey,0.3354
34031,Passaic County,New Jersey,0.7764
34033,Salem County,New Jersey,0.5901
34035,Somerset County,New Jersey,0.1
34037,Sussex County,New Jersey,0.0191
34039,Union County,New Jersey,0.6232
34041,Warren County,New Jersey,0.2178
35001,Bernalillo County,New Mexico,0.6828
35003,Catron County,New Mexico,0.3357
35005,Chaves County,New Mexico,0.9551
35006,Cibola County,New Mexico,0.9984
35007,Colfax County,New Mexico,0.9627
35009,Curry County,New Mexico,0.8774
35011,De Baca County,New Mexico,0.6939
35013,Doña Ana County,New Mexico,0.9841
35015,Eddy County,New Mexico,0.7032
35017,Grant County,New Mexico,0.9296
35019,Guadalupe County,New Mexico,0.9529
35021,Harding County,New Mexico,0.3615
35023,Hidalgo County,New Mexico,0.9631
35025,Lea County,New Mexico,0.9217
35027,Lincoln County,New Mexico,0.4796
35028,Los Alamos County,New Mexico,0.0248
35029,Luna County,New Mexico,0.999
35031,Mckinley County,New Mexico,0.9889
35033,Mora County,New Mexico,0.7959
35035,Otero County,New Mexico,0.914
35037,Quay County,New Mexico,0.8096
35041,Roosevelt County,New Mexico,0.943
35045,San Juan County,New Mexico,0.9194
35047,San Miguel County,New Mexico,0.9863
35043,Sandoval County,New Mexico,0.4818
35049,Santa Fe County,New Mexico,0.5255
35051,Sierra County,New Mexico,0.9146
35053,Socorro County,New Mexico,0.9745
35055,Taos County,New Mexico,0.8586
35057,Torrance County,New Mexico,0.749
35059,Union County,New Mexico,0.6793
35061,Valencia County,New Mexico,0.9041
36001,Albany County,New York,0.3041
36003,Allegany County,New York,0.5818
36005,Bronx County,New York,0.9927
36007,Broome County,New York,0.6166
36009,Cattaraugus County,New York,0.7283
36011,Cayuga County,New York,0.5025
36013,Chautauqua County,New York,0.7248
36015,Chemung County,New York,0.485
36017,Chenango County,New York,0.5646
36019,Clinton County,New York,0.5312
36021,Columbia County,New York,0.3854
36023,Cortland County,New York,0.3452
36025,Delaware County,New York,0.6331
36027,Dutchess County,New York,0.4207
36029,Erie County,New York,0.414
36031,Essex County,New York,0.3869
36033,Franklin County,New York,0.7073
36035,Fulton County,New York,0.501
36037,Genesee County,New York,0.1879
36039,Greene County,New York,0.4159
36041,Hamilton County,New York,0.3898
36043,Herkimer County,New York,0.5322
36045,Jefferson County,New York,0.6484
36047,Kings County,New York,0.8153
36049,Lewis County,New York,0.2911
36051,Livingston County,New York,0.3424
36053,Madison County,New York,0.1666
36055,Monroe County,New York,0.5204
36057,Montgomery County,New York,0.8306
36059,Nassau County,New York,0.243
36061,New York County,New York,0.551
36063,Niagara County,New York,0.3318
36065,Oneida County,New York,0.6946
36067,Onondaga County,New York,0.5207
36069,Ontario County,New York,0.2315
36071,Orange County,New York,0.5538
36073,Orleans County,New York,0.643
36075,Oswego County,New York,0.6497
36077,Otsego County,New York,0.4236
36079,Putnam County,New York,0.0812
36081,Queens County,New York,0.6201
36083,Rensselaer County,New York,0.343
36085,Richmond County,New York,0.4764
36087,Rockland County,New York,0.6038
36091,Saratoga County,New York,0.0475
36093,Schenectady County,New York,0.3943
36095,Schoharie County,New York,0.4013
36097,Schuyler County,New York,0.3691
36099,Seneca County,New York,0.449
36089,St. Lawrence County,New York,0.7475
36101,Steuben County,New York,0.4691
36103,Suffolk County,New York,0.2146
36105,Sullivan County,New York,0.7939
36107,Tioga County,New York,0.1994
36109,Tompkins County,New York,0.3462
36111,Ulster County,New York,0.4704
36113,Warren County,New York,0.1742
36115,Washington County,New York,0.4
36117,Wayne County,New York,0.3414
36119,Westchester County,New York,0.5516
36121,Wyoming County,New York,0.3121
36123,Yates County,New York,0.4392
37001,Alamance County,North Carolina,0.7838
37003,Alexander County,North Carolina,0.6341
37005,Alleghany County,North Carolina,0.6268
37007,Anson County,North Carolina,0.9443
37009,Ashe County,North Carolina,0.4994
37011,Avery County,North Carolina,0.6446
37013,Beaufort County,North Carolina,0.7156
37015,Bertie County,North Carolina,0.9385
37017,Bladen County,North Carolina,0.9446
37019,Brunswick County,North Carolina,0.3583
37021,Buncombe County,North Carolina,0.3799
37023,Burke County,North Carolina,0.8487
37025,Cabarrus County,North Carolina,0.4175
37027,Caldwell County,North Carolina,0.651
37029,Camden County,North Carolina,0.307
37031,Carteret County,North Carolina,0.4255
37033,Caswell County,North Carolina,0.836
37035,Catawba County,North Carolina,0.6481
37037,Chatham County,North Carolina,0.3809
37039,Cherokee County,North Carolina,0.4869
37041,Chowan County,North Carolina,0.8118
37043,Clay County,North Carolina,0.2191
37045,Cleveland County,North Carolina,0.835
37047,Columbus County,North Carolina,0.9481
37049,Craven County,North Carolina,0.8099
37051,Cumberland County,North Carolina,0.864
37053,Currituck County,North Carolina,0.1194
37055,Dare County,North Carolina,0.1449
37057,Davidson County,North Carolina,0.6841
37059,Davie County,North Carolina,0.4411
37061,Duplin County,North Carolina,0.979
37063,Durham County,North Carolina,0.6197
37065,Edgecombe County,North Carolina,0.9726
37067,Forsyth County,North Carolina,0.6834
37069,Franklin County,North Carolina,0.6376
37071,Gaston County,North Carolina,0.672
37073,Gates County,North Carolina,0.3567
37075,Graham County,North Carolina,0.6338
37077,Granville County,North Carolina,0.6561
37079,Greene County,North Carolina,0.9924
37081,Guilford County,North Carolina,0.6369
37083,Halifax County,North Carolina,0.9646
37085,Harnett County,North Carolina,0.7869
37087,Haywood County,North Carolina,0.2809
37089,Henderson County,North Carolina,0.321
37091,Hertford County,North Carolina,0.9873
37093,Hoke County,North Carolina,0.8924
37095,Hyde County,North Carolina,0.8627
37097,Iredell County,North Carolina,0.3745
37099,Jackson County,North Carolina,0.6236
37101,Johnston County,North Carolina,0.5395
37103,Jones County,North Carolina,0.8761
37105,Lee County,North Carolina,0.8481
37107,Lenoir County,North Carolina,0.9933
37109,Lincoln County,North Carolina,0.3564
37113,Macon County,North Carolina,0.3548
37115,Madison County,North Carolina,0.4586
37117,Martin County,North Carolina,0.7541
37111,Mcdowell County,North Carolina,0.7895
37119,Mecklenburg County,North Carolina,0.4408
37121,Mitchell County,North Carolina,0.4223
37123,Montgomery County,North Carolina,0.8713
37125,Moore County,North Carolina,0.3621
37127,Nash County,North Carolina,0.8287
37129,New Hanover County,North Carolina,0.3771
37131,Northampton County,North Carolina,0.9022
37133,Onslow County,North Carolina,0.7465
37135,Orange County,North Carolina,0.2959
37137,Pamlico County,North Carolina,0.7162
37139,Pasquotank County,North Carolina,0.7748
37141,Pender County,North Carolina,0.5478
37143,Perquimans County,North Carolina,0.5048
37145,Person County,North Carolina,0.7732
37147,Pitt County,North Carolina,0.8242
37149,Polk County,North Carolina,0.3825
37151,Randolph County,North Carolina,0.6965
37153,Richmond County,North Carolina,0.9796
37155,Robeson County,North Carolina,0.9911
37157,Rockingham County,North Carolina,0.7857
37159,Rowan County,North Carolina,0.8143
37161,Rutherford County,North Carolina,0.7551
37163,Sampson County,North Carolina,0.9723
37165,Scotland County,North Carolina,0.9936
37167,Stanly County,North Carolina,0.6325
37169,Stokes County,North Carolina,0.3067
37171,Surry County,North Carolina,0.7258
37173,Swain County,North Carolina,0.7774
37175,Transylvania County,North Carolina,0.3975
37177,Tyrrell County,North Carolina,0.8764
37179,Union County,North Carolina,0.1873
37181,Vance County,North Carolina,0.9787
37183,Wake County,North Carolina,0.2774
37185,Warren County,North Carolina,0.8943
37187,Washington County,North Carolina,0.8787
37189,Watauga County,North Carolina,0.4121
37191,Wayne County,North Carolina,0.9503
37193,Wilkes County,North Carolina,0.6924
37195,Wilson County,North Carolina,0.936
37197,Yadkin County,North Carolina,0.6404
37199,Yancey County,North Carolina,0.5736
38001,Adams County,North Dakota,0.0299
38003,Barnes County,North Dakota,0.1245
38005,Benson County,North Dakota,0.8433
38007,Billings County,North Dakota,0.0312
38009,Bottineau County,North Dakota,0.0691
38011,Bowman County,North Dakota,0.1755
38013,Burke County,North Dakota,0.007
38015,Burleigh County,North Dakota,0.1739
38017,Cass County,North Dakota,0.1427
38019,Cavalier County,North Dakota,0.0172
38021,Dickey County,North Dakota,0.1159
38023,Divide County,North Dakota,0.0334
38025,Dunn County,North Dakota,0.2226
38027,Eddy County,North Dakota,0.2904
38029,Emmons County,North Dakota,0.0955
38031,Foster County,North Dakota,0.0175
38033,Golden Valley County,North Dakota,0.093
38035,Grand Forks County,North Dakota,0.3029
38037,Grant County,North Dakota,0.071
38039,Griggs County,North Dakota,0.0732
38041,Hettinger County,North Dakota,0.0561
38043,Kidder County,North Dakota,0.029
38045,Lamoure County,North Dakota,0.0443
38047,Logan County,North Dakota,0.0382
38049,Mchenry County,North Dakota,0.0296
38051,Mcintosh County,North Dakota,0.1061
38053,Mckenzie County,North Dakota,0.392
38055,Mclean County,North Dakota,0.0834
38057,Mercer County,North Dakota,0.1016
38059,Morton County,North Dakota,0.1035
38061,Mountrail County,North Dakota,0.3758
38063,Nelson County,North Dakota,0.035
38065,Oliver County,North Dakota,0.2108
38067,Pembina County,North Dakota,0.0417
38069,Pierce County,North Dakota,0.1914
38071,Ramsey County,North Dakota,0.3532
38073,Ransom County,North Dakota,0.0857
38075,Renville County,North Dakota,0.028
38077,Richland County,North Dakota,0.1217
38079,Rolette County,North Dakota,0.907
38081,Sargent County,North Dakota,0.0232
38083,Sheridan County,North Dakota,0.0742
38085,Sioux County,North Dakota,0.8844
38087,Slope County,North Dakota,0.0137
38089,Stark County,North Dakota,0.214
38091,Steele County,North Dakota,0.0019
38093,Stutsman County,North Dakota,0.2424
38095,Towner County,North Dakota,0.1946
38097,Traill County,North Dakota,0.0927
38099,Walsh County,North Dakota,0.3682
38101,Ward County,North Dakota,0.1678
38103,Wells County,North Dakota,0.0611
38105,Williams County,North Dakota,0.251
39001,Adams County,Ohio,0.7704
39003,Allen County,Ohio,0.5793
39005,Ashland County,Ohio,0.4334
39007,Ashtabula County,Ohio,0.7857
39009,Athens County,Ohio,0.7325
39011,Auglaize County,Ohio,0.0535
39013,Belmont County,Ohio,0.3596
39015,Brown County,Ohio,0.4048
39017,Butler County,Ohio,0.3618
39019,Carroll County,Ohio,0.1538
39021,Champaign County,Ohio,0.2978
39023,Clark County,Ohio,0.7271
39025,Clermont County,Ohio,0.1029
39027,Clinton County,Ohio,0.4424
39029,Columbiana County,Ohio,0.4854
39031,Coshocton County,Ohio,0.6207
39033,Crawford County,Ohio,0.3191
39035,Cuyahoga County,Ohio,0.6809
39037,Darke County,Ohio,0.1347
39039,Defiance County,Ohio,0.2166
39041,Delaware County,Ohio,0.0166
39043,Erie County,Ohio,0.2914
39045,Fairfield County,Ohio,0.2354
39047,Fayette County,Ohio,0.5016
39049,Franklin County,Ohio,0.5124
39051,Fulton County,Ohio,0.1777
39053,Gallia County,Ohio,0.664
39055,Geauga County,Ohio,0.0901
39057,Greene County,Ohio,0.2076
39059,Guernsey County,Ohio,0.6707
39061,Hamilton County,Ohio,0.5369
39063,Hancock County,Ohio,0.2111
39065,Hardin County,Ohio,0.471
39067,Harrison County,Ohio,0.5194
39069,Henry County,Ohio,0.1557
39071,Highland County,Ohio,0.6898
39073,Hocking County,Ohio,0.4685
39075,Holmes County,Ohio,0.436
39077,Huron County,Ohio,0.4325
39079,Jackson County,Ohio,0.7726
39081,Jefferson County,Ohio,0.5494
39083,Knox County,Ohio,0.2943
39085,Lake County,Ohio,0.1293
39087,Lawrence County,Ohio,0.5583
39089,Licking County,Ohio,0.229
39091,Logan County,Ohio,0.3169
39093,Lorain County,Ohio,0.5089
39095,Lucas County,Ohio,0.6876
39097,Madison County,Ohio,0.3382
39099,Mahoning County,Ohio,0.5889
39101,Marion County,Ohio,0.6414
39103,Medina County,Ohio,0.0102
39105,Meigs County,Ohio,0.6787
39107,Mercer County,Ohio,0.051
39109,Miami County,Ohio,0.1191
39111,Monroe County,Ohio,0.443
39113,Montgomery County,Ohio,0.6726
39115,Morgan County,Ohio,0.5659
39117,Morrow County,Ohio,0.192
39119,Muskingum County,Ohio,0.5981
39121,Noble County,Ohio,0.4293
39123,Ottawa County,Ohio,0.1541
39125,Paulding County,Ohio,0.2885
39127,Perry County,Ohio,0.5545
39129,Pickaway County,Ohio,0.2818
39131,Pike County,Ohio,0.7994
39133,Portage County,Ohio,0.2455
39135,Preble County,Ohio,0.1691
39137,Putnam County,Ohio,0.0153
39139,Richland County,Ohio,0.6169
39141,Ross County,Ohio,0.7255
39143,Sandusky County,Ohio,0.3987
39145,Scioto County,Ohio,0.8347
39147,Seneca County,Ohio,0.3755
39149,Shelby County,Ohio,0.1892
39151,Stark County,Ohio,0.3666
39153,Summit County,Ohio,0.3334
39155,Trumbull County,Ohio,0.464
39157,Tuscarawas County,Ohio,0.3443
39159,Union County,Ohio,0.0771
39161,Van Wert County,Ohio,0.1697
39163,Vinton County,Ohio,0.7229
39165,Warren County,Ohio,0.0478
39167,Washington County,Ohio,0.3497
39169,Wayne County,Ohio,0.479
39171,Williams County,Ohio,0.2691
39173,Wood County,Ohio,0.1662
39175,Wyandot County,Ohio,0.2274
40001,Adair County,Oklahoma,0.8965
40003,Alfalfa County,Oklahoma,0.2535
40005,Atoka County,Oklahoma,0.8076
40007,Beaver County,Oklahoma,0.4554
40009,Beckham County,Oklahoma,0.7118
40011,Blaine County,Oklahoma,0.6678
40013,Bryan County,Oklahoma,0.8127
40015,Caddo County,Oklahoma,0.9459
40017,Canadian County,Oklahoma,0.2621
40019,Carter County,Oklahoma,0.7914
40021,Cherokee County,Oklahoma,0.9271
40023,Choctaw County,Oklahoma,0.9602
40025,Cimarron County,Oklahoma,0.4475
40027,Cleveland County,Oklahoma,0.3436
40029,Coal County,Oklahoma,0.8255
40031,Comanche County,Oklahoma,0.8354
40033,Cotton County,Oklahoma,0.6742
40035,Craig County,Oklahoma,0.8538
40037,Creek County,Oklahoma,0.4901
40039,Custer County,Oklahoma,0.7503
40041,Delaware County,Oklahoma,0.7697
40043,Dewey County,Oklahoma,0.2248
40045,Ellis County,Oklahoma,0.3019
40047,Garfield County,Oklahoma,0.5908
40049,Garvin County,Oklahoma,0.5115
40051,Grady County,Oklahoma,0.308
40053,Grant County,Oklahoma,0.1634
40055,Greer County,Oklahoma,0.7742
40057,Harmon County,Oklahoma,0.8108
40059,Harper County,Oklahoma,0.3185
40061,Haskell County,Oklahoma,0.8736
40063,Hughes County,Oklahoma,0.8115
40065,Jackson County,Oklahoma,0.8226
40067,Jefferson County,Oklahoma,0.8745
40069,Johnston County,Oklahoma,0.8468
