County_FIPS,County,State,Asian-2022-obesity%
45027,Clarendon County,South Carolina,0.79
47167,Tipton County,Tennessee,0.79
39005,Ashland County,Ohio,0.79
48461,Upton County,Texas,0.79
40085,Love County,Oklahoma,0.79
48205,Hartley County,Texas,0.79
48275,Knox County,Texas,0.79
27069,Kittson County,Minnesota,0.79
1095,Marshall County,Alabama,0.79
13035,Butts County,Georgia,0.79
30091,Sheridan County,Montana,0.79
13241,Rabun County,Georgia,0.79
28055,Issaquena County,Mississippi,0.79
13253,Seminole County,Georgia,0.79
12065,Jefferson County,Florida,0.79
48459,Upshur County,Texas,0.8
56035,Sublette County,Wyoming,0.8
48169,Garza County,Texas,0.8
48225,Houston County,Texas,0.8
48503,Young County,Texas,0.8
40067,Jefferson County,Oklahoma,0.8
37005,Alleghany County,North Carolina,0.8
35025,Lea County,New Mexico,0.8
37171,Surry County,North Carolina,0.8
48035,Bosque County,Texas,0.8
13155,Irwin County,Georgia,0.8
47039,Decatur County,Tennessee,0.8
38057,Mercer County,North Dakota,0.8
29027,Callaway County,Missouri,0.8
29065,Dent County,Missouri,0.8
40069,Johnston County,Oklahoma,0.8
31131,Otoe County,Nebraska,0.8
18151,Steuben County,Indiana,0.8
29109,Lawrence County,Missouri,0.8
26103,Marquette County,Michigan,0.8
27007,Beltrami County,Minnesota,0.8
21205,Rowan County,Kentucky,0.8
20123,Mitchell County,Kansas,0.8
17083,Jersey County,Illinois,0.8
13301,Warren County,Georgia,0.8
20093,Kearny County,Kansas,0.8
12133,Washington County,Florida,0.8
13295,Walker County,Georgia,0.8
21239,Woodford County,Kentucky,0.8
19141,O&#39;brien County,Iowa,0.8
18123,Perry County,Indiana,0.8
5019,Clark County,Arkansas,0.8
13099,Early County,Georgia,0.8
17159,Richland County,Illinois,0.8
56029,Park County,Wyoming,0.81
51163,Rockbridge County,Virginia,0.81
54025,Greenbrier County,West Virginia,0.81
40137,Stephens County,Oklahoma,0.81
48013,Atascosa County,Texas,0.81
33003,Carroll County,New Hampshire,0.81
42081,Lycoming County,Pennsylvania,0.81
29129,Mercer County,Missouri,0.81
28075,Lauderdale County,Mississippi,0.81
31173,Thurston County,Nebraska,0.81
30101,Toole County,Montana,0.81
28143,Tunica County,Mississippi,0.81
37015,Bertie County,North Carolina,0.81
30079,Prairie County,Montana,0.81
16081,Teton County,Idaho,0.81
1113,Russell County,Alabama,0.81
13321,Worth County,Georgia,0.81
16017,Bonner County,Idaho,0.81
5095,Monroe County,Arkansas,0.81
49001,Beaver County,Utah,0.82
48291,Liberty County,Texas,0.82
48025,Bee County,Texas,0.82
48217,Hill County,Texas,0.82
36041,Hamilton County,New York,0.82
28149,Warren County,Mississippi,0.82
27049,Goodhue County,Minnesota,0.82
39043,Erie County,Ohio,0.82
27039,Dodge County,Minnesota,0.82
20127,Morris County,Kansas,0.82
27133,Rock County,Minnesota,0.82
18131,Pulaski County,Indiana,0.82
16035,Clearwater County,Idaho,0.82
22063,Livingston Parish,Louisiana,0.82
20067,Grant County,Kansas,0.82
17049,Effingham County,Illinois,0.82
5043,Drew County,Arkansas,0.82
4009,Graham County,Arizona,0.82
13233,Polk County,Georgia,0.82
53043,Lincoln County,Washington,0.83
53065,Stevens County,Washington,0.83
50021,Rutland County,Vermont,0.83
48483,Wheeler County,Texas,0.83
48493,Wilson County,Texas,0.83
51091,Highland County,Virginia,0.83
54095,Tyler County,West Virginia,0.83
48147,Fannin County,Texas,0.83
48055,Caldwell County,Texas,0.83
40125,Pottawatomie County,Oklahoma,0.83
48277,Lamar County,Texas,0.83
40077,Latimer County,Oklahoma,0.83
8081,Moffat County,Colorado,0.83
37019,Brunswick County,North Carolina,0.83
48179,Gray County,Texas,0.83
21217,Taylor County,Kentucky,0.83
30041,Hill County,Montana,0.83
26069,Iosco County,Michigan,0.83
30061,Mineral County,Montana,0.83
30081,Ravalli County,Montana,0.83
17203,Woodford County,Illinois,0.83
19143,Osceola County,Iowa,0.83
21199,Pulaski County,Kentucky,0.83
17177,Stephenson County,Illinois,0.83
5109,Pike County,Arkansas,0.83
16031,Cassia County,Idaho,0.83
1129,Washington County,Alabama,0.83
56019,Johnson County,Wyoming,0.84
46007,Bennett County,South Dakota,0.84
45053,Jasper County,South Carolina,0.84
51595,Emporia City,Virginia,0.84
49003,Box Elder County,Utah,0.84
48489,Willacy County,Texas,0.84
42127,Wayne County,Pennsylvania,0.84
45039,Fairfield County,South Carolina,0.84
40037,Creek County,Oklahoma,0.84
55077,Marquette County,Wisconsin,0.84
36107,Tioga County,New York,0.84
36009,Cattaraugus County,New York,0.84
37141,Pender County,North Carolina,0.84
21163,Meade County,Kentucky,0.84
5001,Arkansas County,Arkansas,0.84
19121,Madison County,Iowa,0.84
18137,Ripley County,Indiana,0.84
12043,Glades County,Florida,0.84
5145,White County,Arkansas,0.84
51640,Galax City,Virginia,0.85
47047,Fayette County,Tennessee,0.85
55021,Columbia County,Wisconsin,0.85
54021,Gilmer County,West Virginia,0.85
46029,Codington County,South Dakota,0.85
49039,Sanpete County,Utah,0.85
45073,Oconee County,South Carolina,0.85
35039,Rio Arriba County,New Mexico,0.85
48307,Mcculloch County,Texas,0.85
48465,Val Verde County,Texas,0.85
30047,Lake County,Montana,0.85
37095,Hyde County,North Carolina,0.85
32017,Lincoln County,Nevada,0.85
27085,Mcleod County,Minnesota,0.85
19181,Warren County,Iowa,0.85
20119,Meade County,Kansas,0.85
13069,Coffee County,Georgia,0.85
16003,Adams County,Idaho,0.85
13143,Haralson County,Georgia,0.85
5037,Cross County,Arkansas,0.85
13049,Charlton County,Georgia,0.85
48267,Kimble County,Texas,0.86
51620,Franklin City,Virginia,0.86
47163,Sullivan County,Tennessee,0.86
45055,Kershaw County,South Carolina,0.86
45011,Barnwell County,South Carolina,0.86
48077,Clay County,Texas,0.86
48203,Harrison County,Texas,0.86
48061,Cameron County,Texas,0.86
39139,Richland County,Ohio,0.86
26027,Cass County,Michigan,0.86
37069,Franklin County,North Carolina,0.86
41031,Jefferson County,Oregon,0.86
38061,Mountrail County,North Dakota,0.86
26075,Jackson County,Michigan,0.86
21009,Barren County,Kentucky,0.86
29043,Christian County,Missouri,0.86
30111,Yellowstone County,Montana,0.86
23015,Lincoln County,Maine,0.86
1055,Etowah County,Alabama,0.86
19041,Clay County,Iowa,0.86
17183,Vermilion County,Illinois,0.86
30025,Fallon County,Montana,0.86
13271,Telfair County,Georgia,0.86
13279,Toombs County,Georgia,0.86
26055,Grand Traverse County,Michigan,0.86
16011,Bingham County,Idaho,0.86
54069,Ohio County,West Virginia,0.87
56043,Washakie County,Wyoming,0.87
48133,Eastland County,Texas,0.87
38093,Stutsman County,North Dakota,0.87
31111,Lincoln County,Nebraska,0.87
37027,Caldwell County,North Carolina,0.87
47069,Hardeman County,Tennessee,0.87
27073,Lac Qui Parle County,Minnesota,0.87
8085,Montrose County,Colorado,0.87
39065,Hardin County,Ohio,0.87
20081,Haskell County,Kansas,0.87
30109,Wibaux County,Montana,0.87
21155,Marion County,Kentucky,0.87
26107,Mecosta County,Michigan,0.87
21193,Perry County,Kentucky,0.87
16033,Clark County,Idaho,0.87
48353,Nolan County,Texas,0.88
51113,Madison County,Virginia,0.88
47051,Franklin County,Tennessee,0.88
48325,Medina County,Texas,0.88
49025,Kane County,Utah,0.88
51185,Tazewell County,Virginia,0.88
48331,Milam County,Texas,0.88
55049,Iowa County,Wisconsin,0.88
40005,Atoka County,Oklahoma,0.88
40093,Major County,Oklahoma,0.88
47111,Macon County,Tennessee,0.88
38043,Kidder County,North Dakota,0.88
36099,Seneca County,New York,0.88
36035,Fulton County,New York,0.88
27143,Sibley County,Minnesota,0.88
37061,Duplin County,North Carolina,0.88
1017,Chambers County,Alabama,0.88
1015,Calhoun County,Alabama,0.88
30093,Silver Bow County,Montana,0.88
19159,Ringgold County,Iowa,0.88
13001,Appling County,Georgia,0.88
13287,Turner County,Georgia,0.88
5139,Union County,Arkansas,0.88
18053,Grant County,Indiana,0.88
13017,Ben Hill County,Georgia,0.88
29037,Cass County,Missouri,0.89
19007,Appanoose County,Iowa,0.89
8067,La Plata County,Colorado,0.89
29069,Dunklin County,Missouri,0.89
22125,West Feliciana Parish,Louisiana,0.89
17103,Lee County,Illinois,0.89
13095,Dougherty County,Georgia,0.89
1115,St. Clair County,Alabama,0.89
12123,Taylor County,Florida,0.89
8087,Morgan County,Colorado,0.89
18107,Montgomery County,Indiana,0.89
47135,Perry County,Tennessee,0.9
49045,Tooele County,Utah,0.9
51001,Accomack County,Virginia,0.9
30049,Lewis And Clark County,Montana,0.9
28045,Hancock County,Mississippi,0.9
31161,Sheridan County,Nebraska,0.9
28135,Tallahatchie County,Mississippi,0.9
27129,Renville County,Minnesota,0.9
26105,Mason County,Michigan,0.9
16069,Nez Perce County,Idaho,0.9
17137,Morgan County,Illinois,0.9
16047,Gooding County,Idaho,0.9
5051,Garland County,Arkansas,0.9
13315,Wilcox County,Georgia,0.9
13101,Echols County,Georgia,0.9
56037,Sweetwater County,Wyoming,0.91
46035,Davison County,South Dakota,0.91
48367,Parker County,Texas,0.91
37077,Granville County,North Carolina,0.91
37083,Halifax County,North Carolina,0.91
26005,Allegan County,Michigan,0.91
27065,Kanabec County,Minnesota,0.91
29099,Jefferson County,Missouri,0.91
30105,Valley County,Montana,0.91
5063,Independence County,Arkansas,0.91
12013,Calhoun County,Florida,0.91
22057,Lafourche Parish,Louisiana,0.91
12047,Hamilton County,Florida,0.91
18077,Jefferson County,Indiana,0.91
27161,Waseca County,Minnesota,0.91
51115,Mathews County,Virginia,0.92
48349,Navarro County,Texas,0.92
50023,Washington County,Vermont,0.92
48395,Robertson County,Texas,0.92
56015,Goshen County,Wyoming,0.92
55043,Grant County,Wisconsin,0.92
51580,Covington City,Virginia,0.92
39003,Allen County,Ohio,0.92
40123,Pontotoc County,Oklahoma,0.92
40107,Okfuskee County,Oklahoma,0.92
41055,Sherman County,Oregon,0.92
41049,Morrow County,Oregon,0.92
18143,Scott County,Indiana,0.92
48335,Mitchell County,Texas,0.92
20031,Coffey County,Kansas,0.92
19167,Sioux County,Iowa,0.92
27151,Swift County,Minnesota,0.92
17001,Adams County,Illinois,0.92
13281,Towns County,Georgia,0.92
51065,Fluvanna County,Virginia,0.93
40115,Ottawa County,Oklahoma,0.93
38051,Mcintosh County,North Dakota,0.93
47147,Robertson County,Tennessee,0.93
37059,Davie County,North Carolina,0.93
45009,Bamberg County,South Carolina,0.93
40079,Le Flore County,Oklahoma,0.93
20151,Pratt County,Kansas,0.93
13005,Bacon County,Georgia,0.93
28087,Lowndes County,Mississippi,0.93
20013,Brown County,Kansas,0.93
4023,Santa Cruz County,Arizona,0.93
4007,Gila County,Arizona,0.93
12003,Baker County,Florida,0.93
18145,Shelby County,Indiana,0.93
56007,Carbon County,Wyoming,0.94
54031,Hardy County,West Virginia,0.94
46003,Aurora County,South Dakota,0.94
54079,Putnam County,West Virginia,0.94
51073,Gloucester County,Virginia,0.94
40135,Sequoyah County,Oklahoma,0.94
48199,Hardin County,Texas,0.94
42001,Adams County,Pennsylvania,0.94
48289,Leon County,Texas,0.94
51193,Westmoreland County,Virginia,0.94
31157,Scotts Bluff County,Nebraska,0.94
30097,Sweet Grass County,Montana,0.94
21213,Simpson County,Kentucky,0.94
29121,Macon County,Missouri,0.94
13093,Dooly County,Georgia,0.94
8089,Otero County,Colorado,0.94
8051,Gunnison County,Colorado,0.94
12093,Okeechobee County,Florida,0.94
17025,Clay County,Illinois,0.94
47025,Claiborne County,Tennessee,0.95
29159,Pettis County,Missouri,0.95
39099,Mahoning County,Ohio,0.95
47177,Warren County,Tennessee,0.95
24039,Somerset County,Maryland,0.95
29023,Butler County,Missouri,0.95
39091,Logan County,Ohio,0.95
21145,Mccracken County,Kentucky,0.95
29117,Livingston County,Missouri,0.95
17017,Cass County,Illinois,0.95
13079,Crawford County,Georgia,0.95
8043,Fremont County,Colorado,0.95
8107,Routt County,Colorado,0.95
19035,Cherokee County,Iowa,0.95
13257,Stephens County,Georgia,0.95
13275,Thomas County,Georgia,0.95
48421,Sherman County,Texas,0.96
56025,Natrona County,Wyoming,0.96
51053,Dinwiddie County,Virginia,0.96
37181,Vance County,North Carolina,0.96
46079,Lake County,South Dakota,0.96
36053,Madison County,New York,0.96
19053,Decatur County,Iowa,0.96
17179,Tazewell County,Illinois,0.96
12075,Levy County,Florida,0.96
8091,Ouray County,Colorado,0.96
5069,Jefferson County,Arkansas,0.96
5113,Polk County,Arkansas,0.96
48221,Hood County,Texas,0.97
45075,Orangeburg County,South Carolina,0.97
38009,Bottineau County,North Dakota,0.97
38099,Walsh County,North Dakota,0.97
38081,Sargent County,North Dakota,0.97
28011,Bolivar County,Mississippi,0.97
20125,Montgomery County,Kansas,0.97
28125,Sharkey County,Mississippi,0.97
21175,Morgan County,Kentucky,0.97
8029,Delta County,Colorado,0.97
16075,Payette County,Idaho,0.97
55103,Richland County,Wisconsin,0.98
51057,Essex County,Virginia,0.98
51023,Botetourt County,Virginia,0.98
45005,Allendale County,South Carolina,0.98
35017,Grant County,New Mexico,0.98
40101,Muskogee County,Oklahoma,0.98
47009,Blount County,Tennessee,0.98
48373,Polk County,Texas,0.98
48415,Scurry County,Texas,0.98
50011,Franklin County,Vermont,0.98
19175,Union County,Iowa,0.98
19083,Hardin County,Iowa,0.98
20113,Mcpherson County,Kansas,0.98
35051,Sierra County,New Mexico,0.98
17063,Grundy County,Illinois,0.98
13205,Mitchell County,Georgia,0.98
13083,Dade County,Georgia,0.98
4011,Greenlee County,Arizona,0.98
51125,Nelson County,Virginia,0.99
55055,Jefferson County,Wisconsin,0.99
48475,Ward County,Texas,0.99
47105,Loudon County,Tennessee,0.99
51103,Lancaster County,Virginia,0.99
38015,Burleigh County,North Dakota,0.99
48193,Hamilton County,Texas,0.99
41021,Gilliam County,Oregon,0.99
29167,Polk County,Missouri,0.99
35007,Colfax County,New Mexico,0.99
20149,Pottawatomie County,Kansas,0.99
27119,Polk County,Minnesota,0.99
8075,Logan County,Colorado,0.99
23023,Sagadahoc County,Maine,0.99
29123,Madison County,Missouri,0.99
17095,Knox County,Illinois,0.99
6091,Sierra County,California,0.99
20063,Gove County,Kansas,0.99
47161,Stewart County,Tennessee,1
48069,Castro County,Texas,1
18083,Knox County,Indiana,1
48015,Austin County,Texas,1
27117,Pipestone County,Minnesota,1
37165,Scotland County,North Carolina,1
20141,Osborne County,Kansas,1
23011,Kennebec County,Maine,1
18159,Tipton County,Indiana,1
8045,Garfield County,Colorado,1
19039,Clarke County,Iowa,1
8093,Park County,Colorado,1
13249,Schley County,Georgia,1
48363,Palo Pinto County,Texas,1
48031,Blanco County,Texas,1.01
48391,Refugio County,Texas,1.01
40089,Mccurtain County,Oklahoma,1.01
37055,Dare County,North Carolina,1.01
48001,Anderson County,Texas,1.01
36113,Warren County,New York,1.01
48207,Haskell County,Texas,1.02
48369,Parmer County,Texas,1.02
48293,Limestone County,Texas,1.02
48429,Stephens County,Texas,1.02
31121,Merrick County,Nebraska,1.02
35015,Eddy County,New Mexico,1.02
22099,St. Martin Parish,Louisiana,1.02
21161,Mason County,Kentucky,1.02
20029,Cloud County,Kansas,1.02
27115,Pine County,Minnesota,1.02
21211,Shelby County,Kentucky,1.02
13255,Spalding County,Georgia,1.02
8055,Huerfano County,Colorado,1.02
17029,Coles County,Illinois,1.02
48161,Freestone County,Texas,1.02
39151,Stark County,Ohio,1.03
48021,Bastrop County,Texas,1.03
20079,Harvey County,Kansas,1.03
26093,Livingston County,Michigan,1.03
13187,Lumpkin County,Georgia,1.03
27031,Cook County,Minnesota,1.03
8015,Chaffee County,Colorado,1.03
48075,Childress County,Texas,1.04
48155,Foard County,Texas,1.04
41015,Curry County,Oregon,1.04
34009,Cape May County,New Jersey,1.04
51520,Bristol City,Virginia,1.04
20171,Scott County,Kansas,1.04
28081,Lee County,Mississippi,1.04
19155,Pottawattamie County,Iowa,1.04
16055,Kootenai County,Idaho,1.04
5087,Madison County,Arkansas,1.04
16087,Washington County,Idaho,1.04
55081,Monroe County,Wisconsin,1.04
48343,Morris County,Texas,1.05
51690,Martinsville City,Virginia,1.05
48295,Lipscomb County,Texas,1.05
48271,Kinney County,Texas,1.05
20001,Allen County,Kansas,1.05
2050,Bethel Census Area,Alaska,1.05
19139,Muscatine County,Iowa,1.05
35055,Taos County,New Mexico,1.05
17099,Lasalle County,Illinois,1.05
48315,Marion County,Texas,1.06
48115,Dawson County,Texas,1.06
51131,Northampton County,Virginia,1.06
55031,Douglas County,Wisconsin,1.06
48127,Dimmit County,Texas,1.06
49021,Iron County,Utah,1.06
49055,Wayne County,Utah,1.06
48017,Bailey County,Texas,1.06
37113,Macon County,North Carolina,1.06
13207,Monroe County,Georgia,1.06
30103,Treasure County,Montana,1.06
31033,Cheyenne County,Nebraska,1.06
27147,Steele County,Minnesota,1.06
13081,Crisp County,Georgia,1.06
22073,Ouachita Parish,Louisiana,1.06
2188,Northwest Arctic Borough,Alaska,1.06
27055,Houston County,Minnesota,1.06
8109,Saguache County,Colorado,1.06
5085,Lonoke County,Arkansas,1.06
5041,Desha County,Arkansas,1.06
5027,Columbia County,Arkansas,1.06
1077,Lauderdale County,Alabama,1.06
51730,Petersburg City,Virginia,1.07
53039,Klickitat County,Washington,1.07
48139,Ellis County,Texas,1.07
48297,Live Oak County,Texas,1.07
48215,Hidalgo County,Texas,1.07
28145,Union County,Mississippi,1.07
35061,Valencia County,New Mexico,1.07
13225,Peach County,Georgia,1.07
51033,Caroline County,Virginia,1.08
32009,Esmeralda County,Nevada,1.08
23001,Androscoggin County,Maine,1.08
37109,Lincoln County,North Carolina,1.08
36057,Montgomery County,New York,1.08
21021,Boyle County,Kentucky,1.08
19147,Palo Alto County,Iowa,1.08
8065,Lake County,Colorado,1.08
42129,Westmoreland County,Pennsylvania,1.09
42037,Columbia County,Pennsylvania,1.09
24019,Dorchester County,Maryland,1.09
30029,Flathead County,Montana,1.09
24001,Allegany County,Maryland,1.09
26097,Mackinac County,Michigan,1.09
17091,Kankakee County,Illinois,1.09
16045,Gem County,Idaho,1.09
51117,Mecklenburg County,Virginia,1.1
54039,Kanawha County,West Virginia,1.1
48053,Burnet County,Texas,1.1
42063,Indiana County,Pennsylvania,1.1
41057,Tillamook County,Oregon,1.1
41065,Wasco County,Oregon,1.1
34033,Salem County,New Jersey,1.1
22109,Terrebonne Parish,Louisiana,1.1
26049,Genesee County,Michigan,1.1
17119,Madison County,Illinois,1.1
13071,Colquitt County,Georgia,1.1
13141,Hancock County,Georgia,1.1
55127,Walworth County,Wisconsin,1.11
37153,Richmond County,North Carolina,1.11
48197,Hardeman County,Texas,1.11
41069,Wheeler County,Oregon,1.11
37091,Hertford County,North Carolina,1.11
28035,Forrest County,Mississippi,1.11
20159,Rice County,Kansas,1.11
8049,Grand County,Colorado,1.11
17011,Bureau County,Illinois,1.11
8021,Conejos County,Colorado,1.11
48383,Reagan County,Texas,1.12
47003,Bedford County,Tennessee,1.12
46033,Custer County,South Dakota,1.12
19189,Winnebago County,Iowa,1.12
31141,Platte County,Nebraska,1.12
42055,Franklin County,Pennsylvania,1.12
19059,Dickinson County,Iowa,1.12
39169,Wayne County,Ohio,1.12
8077,Mesa County,Colorado,1.12
8007,Archuleta County,Colorado,1.12
2070,Dillingham Census Area,Alaska,1.12
51025,Brunswick County,Virginia,1.13
50005,Caledonia County,Vermont,1.13
39149,Shelby County,Ohio,1.13
40001,Adair County,Oklahoma,1.13
22095,St. John The Baptist Parish,Louisiana,1.13
32011,Eureka County,Nevada,1.13
8119,Teller County,Colorado,1.13
13019,Berrien County,Georgia,1.13
8039,Elbert County,Colorado,1.13
51031,Campbell County,Virginia,1.14
51093,Isle Of Wight County,Virginia,1.14
53019,Ferry County,Washington,1.14
53051,Pend Oreille County,Washington,1.14
29213,Taney County,Missouri,1.14
38021,Dickey County,North Dakota,1.14
37101,Johnston County,North Carolina,1.14
27137,St. Louis County,Minnesota,1.14
19145,Page County,Iowa,1.14
27113,Pennington County,Minnesota,1.14
12051,Hendry County,Florida,1.14
13269,Taylor County,Georgia,1.14
46107,Potter County,South Dakota,1.15
53003,Asotin County,Washington,1.15
48425,Somervell County,Texas,1.15
48159,Franklin County,Texas,1.15
20011,Bourbon County,Kansas,1.15
13045,Carroll County,Georgia,1.15
20109,Logan County,Kansas,1.15
6063,Plumas County,California,1.15
13175,Laurens County,Georgia,1.15
48379,Rains County,Texas,1.16
50027,Windsor County,Vermont,1.16
53047,Okanogan County,Washington,1.16
48083,Coleman County,Texas,1.16
33019,Sullivan County,New Hampshire,1.16
47063,Hamblen County,Tennessee,1.16
37031,Carteret County,North Carolina,1.16
36089,St. Lawrence County,New York,1.16
19191,Winneshiek County,Iowa,1.16
12023,Columbia County,Florida,1.16
12119,Sumter County,Florida,1.16
13003,Atkinson County,Georgia,1.16
1003,Baldwin County,Alabama,1.16
36023,Cortland County,New York,1.17
38053,Mckenzie County,North Dakota,1.17
19187,Webster County,Iowa,1.17
41033,Josephine County,Oregon,1.17
13043,Candler County,Georgia,1.17
13037,Calhoun County,Georgia,1.17
38071,Ramsey County,North Dakota,1.17
13085,Dawson County,Georgia,1.17
48239,Jackson County,Texas,1.18
49053,Washington County,Utah,1.18
29195,Saline County,Missouri,1.18
37149,Polk County,North Carolina,1.18
21151,Madison County,Kentucky,1.18
19023,Butler County,Iowa,1.18
1001,Autauga County,Alabama,1.18
13235,Pulaski County,Georgia,1.18
19065,Fayette County,Iowa,1.18
48471,Walker County,Texas,1.19
29157,Perry County,Missouri,1.19
37111,Mcdowell County,North Carolina,1.19
33001,Belknap County,New Hampshire,1.19
45007,Anderson County,South Carolina,1.19
30013,Cascade County,Montana,1.19
35037,Quay County,New Mexico,1.19
48097,Cooke County,Texas,1.19
18177,Wayne County,Indiana,1.19
27009,Benton County,Minnesota,1.19
13183,Long County,Georgia,1.19
8113,San Miguel County,Colorado,1.19
13299,Ware County,Georgia,1.19
37159,Rowan County,North Carolina,1.2
37045,Cleveland County,North Carolina,1.2
48399,Runnels County,Texas,1.2
48005,Angelina County,Texas,1.2
21037,Campbell County,Kentucky,1.2
41061,Union County,Oregon,1.2
22089,St. Charles Parish,Louisiana,1.2
5047,Franklin County,Arkansas,1.2
12089,Nassau County,Florida,1.2
37127,Nash County,North Carolina,1.21
41035,Klamath County,Oregon,1.21
24011,Caroline County,Maryland,1.21
32033,White Pine County,Nevada,1.21
19033,Cerro Gordo County,Iowa,1.21
13317,Wilkes County,Georgia,1.21
4012,La Paz County,Arizona,1.21
48361,Orange County,Texas,1.22
48495,Winkler County,Texas,1.22
48047,Brooks County,Texas,1.22
37003,Alexander County,North Carolina,1.22
41009,Columbia County,Oregon,1.22
37099,Jackson County,North Carolina,1.22
32013,Humboldt County,Nevada,1.22
23021,Piscataquis County,Maine,1.22
18059,Hancock County,Indiana,1.22
13023,Bleckley County,Georgia,1.22
13221,Oglethorpe County,Georgia,1.22
12049,Hardee County,Florida,1.22
13015,Bartow County,Georgia,1.22
8101,Pueblo County,Colorado,1.22
1069,Houston County,Alabama,1.22
48313,Madison County,Texas,1.23
51171,Shenandoah County,Virginia,1.23
55109,St. Croix County,Wisconsin,1.23
48143,Erath County,Texas,1.23
48409,San Patricio County,Texas,1.23
31097,Johnson County,Nebraska,1.23
36003,Allegany County,New York,1.23
47041,Dekalb County,Tennessee,1.23
23019,Penobscot County,Maine,1.23
45003,Aiken County,South Carolina,1.24
47119,Maury County,Tennessee,1.24
51157,Rappahannock County,Virginia,1.24
41019,Douglas County,Oregon,1.24
47113,Madison County,Tennessee,1.24
37053,Currituck County,North Carolina,1.24
13103,Effingham County,Georgia,1.24
41059,Umatilla County,Oregon,1.24
29079,Grundy County,Missouri,1.24
17115,Macon County,Illinois,1.24
18133,Putnam County,Indiana,1.24
53041,Lewis County,Washington,1.25
45047,Greenwood County,South Carolina,1.25
51165,Rockingham County,Virginia,1.25
37195,Wilson County,North Carolina,1.25
13105,Elbert County,Georgia,1.25
13133,Greene County,Georgia,1.25
16027,Canyon County,Idaho,1.25
48251,Johnson County,Texas,1.26
39047,Fayette County,Ohio,1.26
49051,Wasatch County,Utah,1.26
35031,Mckinley County,New Mexico,1.26
40021,Cherokee County,Oklahoma,1.26
2100,Haines Borough,Alaska,1.26
53025,Grant County,Washington,1.27
51147,Prince Edward County,Virginia,1.27
40009,Beckham County,Oklahoma,1.27
30099,Teton County,Montana,1.27
17081,Jefferson County,Illinois,1.27
48103,Crane County,Texas,1.28
54011,Cabell County,West Virginia,1.28
50025,Windham County,Vermont,1.28
38003,Barnes County,North Dakota,1.28
36025,Delaware County,New York,1.28
47031,Coffee County,Tennessee,1.28
41037,Lake County,Oregon,1.28
20023,Cheyenne County,Kansas,1.28
29097,Jasper County,Missouri,1.28
38073,Ransom County,North Dakota,1.28
5115,Pope County,Arkansas,1.28
19017,Bremer County,Iowa,1.28
49017,Garfield County,Utah,1.29
38105,Williams County,North Dakota,1.29
20147,Phillips County,Kansas,1.29
5045,Faulkner County,Arkansas,1.29
13011,Banks County,Georgia,1.29
51127,New Kent County,Virginia,1.3
48449,Titus County,Texas,1.3
31045,Dawes County,Nebraska,1.3
27023,Chippewa County,Minnesota,1.3
32015,Lander County,Nevada,1.3
16019,Bonneville County,Idaho,1.3
27165,Watonwan County,Minnesota,1.3
47011,Bradley County,Tennessee,1.31
35005,Chaves County,New Mexico,1.31
31037,Colfax County,Nebraska,1.31
13109,Evans County,Georgia,1.31
18039,Elkhart County,Indiana,1.31
53059,Skamania County,Washington,1.31
48265,Kerr County,Texas,1.32
48037,Bowie County,Texas,1.32
24035,Queen Anne&#39;s County,Maryland,1.32
20137,Norton County,Kansas,1.32
19057,Des Moines County,Iowa,1.32
55093,Pierce County,Wisconsin,1.33
42125,Washington County,Pennsylvania,1.33
48463,Uvalde County,Texas,1.33
37189,Watauga County,North Carolina,1.33
31105,Kimball County,Nebraska,1.33
23009,Hancock County,Maine,1.33
26145,Saginaw County,Michigan,1.33
18019,Clark County,Indiana,1.33
54003,Berkeley County,West Virginia,1.34
51137,Orange County,Virginia,1.34
48347,Nacogdoches County,Texas,1.34
48137,Edwards County,Texas,1.34
19061,Dubuque County,Iowa,1.34
41043,Linn County,Oregon,1.34
36051,Livingston County,New York,1.34
38069,Pierce County,North Dakota,1.34
13147,Hart County,Georgia,1.34
13173,Lanier County,Georgia,1.34
5031,Craighead County,Arkansas,1.34
47183,Weakley County,Tennessee,1.35
36039,Greene County,New York,1.35
40019,Carter County,Oklahoma,1.35
17185,Wabash County,Illinois,1.35
12131,Walton County,Florida,1.35
13217,Newton County,Georgia,1.35
55105,Rock County,Wisconsin,1.36
51590,Danville City,Virginia,1.36
40151,Woods County,Oklahoma,1.36
37089,Henderson County,North Carolina,1.36
41045,Malheur County,Oregon,1.36
8073,Lincoln County,Colorado,1.36
18067,Howard County,Indiana,1.36
5097,Montgomery County,Arkansas,1.36
1045,Dale County,Alabama,1.36
48211,Hemphill County,Texas,1.37
47155,Sevier County,Tennessee,1.37
37085,Harnett County,North Carolina,1.37
31079,Hall County,Nebraska,1.37
37191,Wayne County,North Carolina,1.37
30065,Musselshell County,Montana,1.37
36063,Niagara County,New York,1.37
21209,Scott County,Kentucky,1.37
13145,Harris County,Georgia,1.37
53007,Chelan County,Washington,1.38
18043,Floyd County,Indiana,1.38
17199,Williamson County,Illinois,1.38
16013,Blaine County,Idaho,1.38
48105,Crockett County,Texas,1.39
35019,Guadalupe County,New Mexico,1.39
32007,Elko County,Nevada,1.39
41011,Coos County,Oregon,1.39
13165,Jenkins County,Georgia,1.39
35047,San Miguel County,New Mexico,1.39
8115,Sedgwick County,Colorado,1.39
13261,Sumter County,Georgia,1.39
