County_FIPS,County,State,obesity-2021-Percentage,White-2022-obesity%
47105,Loudon County,Tennessee,24.9,86.15
29077,Greene County,Missouri,30.7,86.16
49003,Box Elder County,Utah,33.2,86.17
16045,Gem County,Idaho,25,86.18
48009,Archer County,Texas,19,86.19
46093,Meade County,South Dakota,30.3,86.21
16069,Nez Perce County,Idaho,35.2,86.21
31111,Lincoln County,Nebraska,40,86.23
37005,Alleghany County,North Carolina,18.1,86.24
51145,Powhatan County,Virginia,27.8,86.25
36013,Chautauqua County,New York,36.5,86.25
26095,Luce County,Michigan,18.5,86.25
18113,Noble County,Indiana,35.4,86.26
16051,Jefferson County,Idaho,31.9,86.28
46027,Clay County,South Dakota,22.4,86.3
47031,Coffee County,Tennessee,34.7,86.31
8019,Clear Creek County,Colorado,17.3,86.31
12017,Citrus County,Florida,No Data,86.31
21239,Woodford County,Kentucky,26.2,86.33
28039,George County,Mississippi,27.4,86.34
42055,Franklin County,Pennsylvania,36.3,86.35
41009,Columbia County,Oregon,32.4,86.38
19063,Emmet County,Iowa,27.7,86.38
37111,Mcdowell County,North Carolina,25.3,86.39
20151,Pratt County,Kansas,33,86.41
56005,Campbell County,Wyoming,37.4,86.43
39159,Union County,Ohio,33.7,86.44
41019,Douglas County,Oregon,31.2,86.44
17127,Massac County,Illinois,18.7,86.45
18043,Floyd County,Indiana,30,86.45
17107,Logan County,Illinois,19.5,86.45
25007,Dukes County,Massachusetts,17.5,86.48
24013,Carroll County,Maryland,29,86.5
27103,Nicollet County,Minnesota,29.4,86.54
20137,Norton County,Kansas,27.4,86.55
46053,Gregory County,South Dakota,20.4,86.57
41021,Gilliam County,Oregon,17.1,86.57
39089,Licking County,Ohio,33.2,86.57
53023,Garfield County,Washington,37.1,86.58
29063,Dekalb County,Missouri,30.6,86.59
24001,Allegany County,Maryland,37.3,86.59
56041,Uinta County,Wyoming,32.5,86.6
51530,Buena Vista City,Virginia,18.1,86.6
37031,Carteret County,North Carolina,25.8,86.63
19143,Osceola County,Iowa,31.6,86.63
17005,Bond County,Illinois,19.2,86.64
55133,Waukesha County,Wisconsin,29.4,86.67
13231,Pike County,Georgia,21.5,86.68
21159,Martin County,Kentucky,23.2,86.7
5063,Independence County,Arkansas,30,86.71
47079,Henry County,Tennessee,28.9,86.72
47041,Dekalb County,Tennessee,24.5,86.72
55139,Winnebago County,Wisconsin,35.8,86.73
51067,Franklin County,Virginia,30.6,86.73
8061,Kiowa County,Colorado,17.8,86.73
27009,Benton County,Minnesota,37.8,86.75
27117,Pipestone County,Minnesota,24.8,86.76
17109,Mcdonough County,Illinois,20.7,86.78
20015,Butler County,Kansas,39.5,86.8
21059,Daviess County,Kentucky,35.9,86.82
25003,Berkshire County,Massachusetts,27.7,86.83
41069,Wheeler County,Oregon,17,86.85
36073,Orleans County,New York,39.4,86.85
41013,Crook County,Oregon,26.4,86.87
51019,Bedford County,Virginia,32,86.9
37055,Dare County,North Carolina,25.1,86.91
13125,Glascock County,Georgia,17.7,86.93
5145,White County,Arkansas,32.9,86.94
18085,Kosciusko County,Indiana,33.4,86.96
39173,Wood County,Ohio,39.8,86.99
47141,Putnam County,Tennessee,31.2,87.05
18177,Wayne County,Indiana,32.2,87.07
53051,Pend Oreille County,Washington,27.2,87.09
48077,Clay County,Texas,22.1,87.1
20065,Graham County,Kansas,23.2,87.1
31057,Dundy County,Nebraska,27.4,87.11
31033,Cheyenne County,Nebraska,32.2,87.11
42107,Schuylkill County,Pennsylvania,34,87.12
38059,Morton County,North Dakota,35.8,87.12
20017,Chase County,Kansas,25.6,87.13
29109,Lawrence County,Missouri,26.4,87.14
31039,Cuming County,Nebraska,35.1,87.14
37149,Polk County,North Carolina,19.5,87.15
51520,Bristol City,Virginia,25.1,87.16
21113,Jessamine County,Kentucky,25,87.16
5113,Polk County,Arkansas,21.8,87.16
19087,Henry County,Iowa,33.2,87.17
50007,Chittenden County,Vermont,23.8,87.22
5087,Madison County,Arkansas,24,87.22
12041,Gilchrist County,Florida,No Data,87.23
21155,Marion County,Kentucky,20.7,87.27
27019,Carver County,Minnesota,29.4,87.3
37113,Macon County,North Carolina,23.9,87.33
29023,Butler County,Missouri,39.5,87.33
53055,San Juan County,Washington,16.5,87.34
21143,Lyon County,Kentucky,22.9,87.34
29007,Audrain County,Missouri,34.9,87.35
27143,Sibley County,Minnesota,30,87.36
18011,Boone County,Indiana,32.7,87.37
21117,Kenton County,Kentucky,33.1,87.37
54039,Kanawha County,West Virginia,38.2,87.38
31131,Otoe County,Nebraska,36.7,87.38
51157,Rappahannock County,Virginia,21.1,87.42
55073,Marathon County,Wisconsin,32,87.42
39101,Marion County,Ohio,41,87.42
38015,Burleigh County,North Dakota,29.2,87.43
26005,Allegan County,Michigan,32.7,87.44
54081,Raleigh County,West Virginia,38.2,87.48
51077,Grayson County,Virginia,26.1,87.49
39097,Madison County,Ohio,30,87.49
53031,Jefferson County,Washington,22.9,87.54
27017,Carlton County,Minnesota,37.5,87.55
20077,Harper County,Kansas,28.4,87.56
16015,Boise County,Idaho,22.9,87.57
21161,Mason County,Kentucky,25.3,87.58
21221,Trigg County,Kentucky,28.5,87.6
30077,Powell County,Montana,28.9,87.6
39063,Hancock County,Ohio,32.9,87.62
21107,Hopkins County,Kentucky,34.9,87.63
18181,White County,Indiana,32.1,87.65
47179,Washington County,Tennessee,25.5,87.66
17137,Morgan County,Illinois,21.4,87.66
56031,Platte County,Wyoming,29.6,87.67
19173,Taylor County,Iowa,26.6,87.69
19079,Hamilton County,Iowa,32.4,87.69
54061,Monongalia County,West Virginia,31.6,87.7
38055,Mclean County,North Dakota,34.8,87.72
21185,Oldham County,Kentucky,27,87.74
29161,Phelps County,Missouri,33.4,87.75
30083,Richland County,Montana,36.6,87.75
46135,Yankton County,South Dakota,30.8,87.76
29213,Taney County,Missouri,26,87.78
41061,Union County,Oregon,31.8,87.78
39051,Fulton County,Ohio,35.5,87.79
18103,Miami County,Indiana,27,87.8
8093,Park County,Colorado,19.9,87.8
27173,Yellow Medicine County,Minnesota,28.8,87.83
27107,Norman County,Minnesota,33.4,87.85
47051,Franklin County,Tennessee,33.9,87.86
39133,Portage County,Ohio,30.3,87.86
56009,Converse County,Wyoming,29.7,87.86
21233,Webster County,Kentucky,21.6,87.86
27141,Sherburne County,Minnesota,35.5,87.87
38027,Eddy County,North Dakota,30.5,87.9
38023,Divide County,North Dakota,22,87.93
31035,Clay County,Nebraska,37.7,87.93
29001,Adair County,Missouri,32.9,87.95
55039,Fond Du Lac County,Wisconsin,38,87.98
20193,Thomas County,Kansas,31.5,88
46011,Brookings County,South Dakota,31.3,88.01
31049,Deuel County,Nebraska,23.9,88.01
20133,Neosho County,Kansas,33.1,88.01
27161,Waseca County,Minnesota,26.5,88.03
55121,Trempealeau County,Wisconsin,22.5,88.06
20153,Rawlins County,Kansas,22.4,88.09
20005,Atchison County,Kansas,37.9,88.1
47155,Sevier County,Tennessee,36.3,88.12
39007,Ashtabula County,Ohio,40.8,88.12
1127,Walker County,Alabama,33.9,88.13
22023,Cameron Parish,Louisiana,16.9,88.15
21141,Logan County,Kentucky,26.6,88.16
21041,Carroll County,Kentucky,24,88.17
13241,Rabun County,Georgia,19.2,88.17
20051,Ellis County,Kansas,31.9,88.2
21229,Washington County,Kentucky,18,88.21
20033,Comanche County,Kansas,26.1,88.22
47107,Mcminn County,Tennessee,30.1,88.24
20191,Sumner County,Kansas,37.9,88.25
47001,Anderson County,Tennessee,32.6,88.26
8053,Hinsdale County,Colorado,17.3,88.26
42001,Adams County,Pennsylvania,31.4,88.27
27151,Swift County,Minnesota,29.5,88.27
42007,Beaver County,Pennsylvania,29.9,88.29
46033,Custer County,South Dakota,28.5,88.31
29175,Randolph County,Missouri,38.3,88.36
21163,Meade County,Kentucky,30.4,88.36
47043,Dickson County,Tennessee,28.5,88.37
37011,Avery County,North Carolina,23.1,88.37
41055,Sherman County,Oregon,17.1,88.39
27095,Mille Lacs County,Minnesota,35.2,88.39
30063,Missoula County,Montana,27.4,88.41
30079,Prairie County,Montana,17,88.44
47007,Bledsoe County,Tennessee,21.3,88.45
49055,Wayne County,Utah,17.8,88.47
20097,Kiowa County,Kansas,22.9,88.48
16021,Boundary County,Idaho,26.2,88.48
16057,Latah County,Idaho,28.2,88.49
39147,Seneca County,Ohio,37.9,88.51
31179,Wayne County,Nebraska,34.2,88.51
20199,Wallace County,Kansas,19.4,88.51
17105,Livingston County,Illinois,20.2,88.51
26101,Manistee County,Michigan,20.7,88.51
53003,Asotin County,Washington,31.4,88.52
55063,La Crosse County,Wisconsin,29.9,88.55
47181,Wayne County,Tennessee,21.9,88.55
17199,Williamson County,Illinois,18.9,88.55
18037,Dubois County,Indiana,32.2,88.56
56045,Weston County,Wyoming,32.2,88.57
38095,Towner County,North Dakota,23.9,88.57
1071,Jackson County,Alabama,27.7,88.59
55055,Jefferson County,Wisconsin,30.3,88.6
31101,Keith County,Nebraska,26.4,88.6
30001,Beaverhead County,Montana,26.9,88.61
23029,Washington County,Maine,35.2,88.62
17075,Iroquois County,Illinois,18.9,88.64
30103,Treasure County,Montana,19.3,88.65
28057,Itawamba County,Mississippi,27.8,88.68
36069,Ontario County,New York,34.6,88.7
13085,Dawson County,Georgia,23.1,88.7
27043,Faribault County,Minnesota,32.5,88.73
19149,Plymouth County,Iowa,31.1,88.74
19033,Cerro Gordo County,Iowa,32,88.76
8107,Routt County,Colorado,14.4,88.77
55071,Manitowoc County,Wisconsin,28.3,88.78
21077,Gallatin County,Kentucky,19,88.78
29053,Cooper County,Missouri,27.5,88.79
27115,Pine County,Minnesota,36.2,88.79
47109,Mcnairy County,Tennessee,31.7,88.81
20049,Elk County,Kansas,28.3,88.82
56035,Sublette County,Wyoming,18.7,88.84
27153,Todd County,Minnesota,36.5,88.84
55027,Dodge County,Wisconsin,32.6,88.85
20011,Bourbon County,Kansas,39.9,88.85
20001,Allen County,Kansas,39,88.88
17041,Douglas County,Illinois,18.4,88.89
25001,Barnstable County,Massachusetts,26.4,88.9
8091,Ouray County,Colorado,17.5,88.9
23001,Androscoggin County,Maine,34.6,88.91
17015,Carroll County,Illinois,20.4,88.92
26037,Clinton County,Michigan,34.9,88.93
38021,Dickey County,North Dakota,31.9,88.93
20023,Cheyenne County,Kansas,22,88.97
55137,Waushara County,Wisconsin,26.2,88.98
21035,Calloway County,Kentucky,31.9,88.98
51015,Augusta County,Virginia,32,88.99
42025,Carbon County,Pennsylvania,21.7,89
19005,Allamakee County,Iowa,30.4,89
55035,Eau Claire County,Wisconsin,26.7,89.02
36117,Wayne County,New York,35.8,89.03
20149,Pottawatomie County,Kansas,35.1,89.04
21217,Taylor County,Kentucky,31.5,89.04
21151,Madison County,Kentucky,34.8,89.06
20109,Logan County,Kansas,26.3,89.06
26017,Bay County,Michigan,36,89.07
13047,Catoosa County,Georgia,31.4,89.07
31007,Banner County,Nebraska,17.8,89.09
21225,Union County,Kentucky,25.4,89.09
27113,Pennington County,Minnesota,28.5,89.09
16037,Custer County,Idaho,24.3,89.1
18111,Newton County,Indiana,21.8,89.11
46035,Davison County,South Dakota,28.3,89.12
23005,Cumberland County,Maine,25.2,89.12
46019,Butte County,South Dakota,23.8,89.14
49025,Kane County,Utah,21.9,89.15
20041,Dickinson County,Kansas,36.3,89.16
17051,Fayette County,Illinois,24.7,89.17
36091,Saratoga County,New York,28.1,89.19
26023,Branch County,Michigan,33.1,89.19
16035,Clearwater County,Idaho,28.5,89.2
29135,Moniteau County,Missouri,28.5,89.22
21049,Clark County,Kentucky,27,89.24
49009,Daggett County,Utah,21.6,89.25
29027,Callaway County,Missouri,27.2,89.26
39069,Henry County,Ohio,34.4,89.27
31085,Hayes County,Nebraska,21.2,89.28
53043,Lincoln County,Washington,32.7,89.29
19183,Washington County,Iowa,29.5,89.3
20043,Doniphan County,Kansas,28.3,89.3
16055,Kootenai County,Idaho,27.4,89.3
29163,Pike County,Missouri,37.4,89.3
55001,Adams County,Wisconsin,26.6,89.32
18059,Hancock County,Indiana,30,89.32
56027,Niobrara County,Wyoming,23.8,89.33
41001,Baker County,Oregon,19.4,89.33
39141,Ross County,Ohio,38.9,89.35
47143,Rhea County,Tennessee,35,89.36
49031,Piute County,Utah,19,89.37
29089,Howard County,Missouri,23.2,89.38
42081,Lycoming County,Pennsylvania,31.6,89.4
30065,Musselshell County,Montana,27.5,89.4
38073,Ransom County,North Dakota,31.1,89.4
19061,Dubuque County,Iowa,31.4,89.41
25011,Franklin County,Massachusetts,25.6,89.42
39077,Huron County,Ohio,39.9,89.43
17073,Henry County,Illinois,23.3,89.43
47081,Hickman County,Tennessee,23.9,89.44
21147,Mccreary County,Kentucky,30.2,89.44
13187,Lumpkin County,Georgia,21,89.44
21009,Barren County,Kentucky,29.8,89.46
36099,Seneca County,New York,37.2,89.47
27085,Mcleod County,Minnesota,34.4,89.48
38001,Adams County,North Dakota,28.9,89.5
30089,Sanders County,Montana,21.9,89.5
16003,Adams County,Idaho,20.4,89.5
51141,Patrick County,Virginia,20.6,89.51
54031,Hardy County,West Virginia,31.7,89.51
54011,Cabell County,West Virginia,39.1,89.52
49015,Emery County,Utah,32.9,89.52
26117,Montcalm County,Michigan,35.7,89.53
33017,Strafford County,New Hampshire,30.7,89.53
5097,Montgomery County,Arkansas,23.9,89.53
13295,Walker County,Georgia,28.9,89.53
55081,Monroe County,Wisconsin,27.2,89.55
46081,Lawrence County,South Dakota,22.1,89.55
54055,Mercer County,West Virginia,38.9,89.57
39081,Jefferson County,Ohio,38.4,89.58
36009,Cattaraugus County,New York,40.1,89.59
37169,Stokes County,North Carolina,28.3,89.6
56017,Hot Springs County,Wyoming,26.5,89.63
31113,Logan County,Nebraska,19.5,89.63
20007,Barber County,Kansas,29.3,89.64
21033,Caldwell County,Kentucky,22.8,89.67
55015,Calumet County,Wisconsin,24.7,89.68
55111,Sauk County,Wisconsin,29.9,89.68
36077,Otsego County,New York,27.4,89.68
26123,Newaygo County,Michigan,32.6,89.68
38069,Pierce County,North Dakota,26.5,89.68
56019,Johnson County,Wyoming,29.2,89.69
36011,Cayuga County,New York,38.1,89.69
38009,Bottineau County,North Dakota,33.5,89.71
42093,Montour County,Pennsylvania,17.8,89.72
29127,Marion County,Missouri,37.5,89.72
30107,Wheatland County,Montana,21.3,89.76
46127,Union County,South Dakota,39.4,89.77
18027,Daviess County,Indiana,24.1,89.77
38067,Pembina County,North Dakota,32,89.78
5121,Randolph County,Arkansas,30.6,89.78
16029,Caribou County,Idaho,27.3,89.79
17029,Coles County,Illinois,18.4,89.79
46073,Jerauld County,South Dakota,19,89.82
42085,Mercer County,Pennsylvania,35,89.82
19189,Winnebago County,Iowa,29.8,89.82
51735,Poquoson City,Virginia,20.6,89.83
42127,Wayne County,Pennsylvania,19.4,89.86
47009,Blount County,Tennessee,29.9,89.86
39009,Athens County,Ohio,35.1,89.87
21179,Nelson County,Kentucky,29.6,89.88
27171,Wright County,Minnesota,32.9,89.89
13143,Haralson County,Georgia,20.7,89.9
38077,Richland County,North Dakota,34.7,89.91
31167,Stanton County,Nebraska,35.2,89.91
31099,Kearney County,Nebraska,28.3,89.93
30061,Mineral County,Montana,28.4,89.94
20197,Wabaunsee County,Kansas,30.1,89.94
16049,Idaho County,Idaho,28.6,89.94
49033,Rich County,Utah,19.1,89.95
33009,Grafton County,New Hampshire,26.9,89.95
27079,Le Sueur County,Minnesota,32,89.97
31185,York County,Nebraska,40.4,89.98
19045,Clinton County,Iowa,38.6,89.98
31073,Gosper County,Nebraska,29,89.99
37039,Cherokee County,North Carolina,25.1,90
20059,Franklin County,Kansas,38.4,90
16023,Butte County,Idaho,21.6,90.01
26115,Monroe County,Michigan,41.1,90.02
19067,Floyd County,Iowa,33.1,90.03
21167,Mercer County,Kentucky,26.2,90.04
30023,Deer Lodge County,Montana,27.4,90.05
55089,Ozaukee County,Wisconsin,20.4,90.06
30093,Silver Bow County,Montana,27.5,90.06
56029,Park County,Wyoming,27.2,90.08
36037,Genesee County,New York,37.1,90.08
8027,Custer County,Colorado,16.8,90.1
30019,Daniels County,Montana,22.8,90.11
31181,Webster County,Nebraska,37.2,90.11
30017,Custer County,Montana,32,90.12
20167,Russell County,Kansas,30.6,90.13
51155,Pulaski County,Virginia,28.6,90.14
37175,Transylvania County,North Carolina,17.5,90.14
44001,Bristol County,Rhode Island,22,90.15
55097,Portage County,Wisconsin,27.9,90.16
20113,Mcpherson County,Kansas,31.3,90.16
30037,Golden Valley County,Montana,20.4,90.18
38033,Golden Valley County,North Dakota,24.2,90.19
27169,Winona County,Minnesota,35,90.19
55013,Burnett County,Wisconsin,17.8,90.21
30091,Sheridan County,Montana,25.6,90.21
19141,O&#39;brien County,Iowa,27,90.21
44009,Washington County,Rhode Island,24,90.23
29215,Texas County,Missouri,35.9,90.23
30031,Gallatin County,Montana,19.1,90.26
26089,Leelanau County,Michigan,22,90.26
47021,Cheatham County,Tennessee,21.2,90.27
38081,Sargent County,North Dakota,29.9,90.28
47083,Houston County,Tennessee,16.9,90.33
5047,Franklin County,Arkansas,25.8,90.34
19111,Lee County,Iowa,36.2,90.34
17181,Union County,Illinois,17.8,90.34
16041,Franklin County,Idaho,33.6,90.37
16079,Shoshone County,Idaho,33.9,90.37
19145,Page County,Iowa,38.1,90.38
41023,Grant County,Oregon,17,90.39
20127,Morris County,Kansas,29.7,90.39
5083,Logan County,Arkansas,33.3,90.39
46055,Haakon County,South Dakota,27.4,90.42
8079,Mineral County,Colorado,17.2,90.44
47161,Stewart County,Tennessee,21.8,90.47
47123,Monroe County,Tennessee,25.9,90.47
37121,Mitchell County,North Carolina,18.3,90.47
17121,Marion County,Illinois,19.9,90.47
26105,Mason County,Michigan,31.9,90.48
31145,Red Willow County,Nebraska,33.4,90.48
21103,Henry County,Kentucky,24.2,90.48
27063,Jackson County,Minnesota,25.6,90.49
20073,Greenwood County,Kansas,29.4,90.5
30049,Lewis And Clark County,Montana,28.4,90.52
36019,Clinton County,New York,35.7,90.52
31069,Garden County,Nebraska,23.2,90.53
36121,Wyoming County,New York,36.6,90.54
18007,Benton County,Indiana,26.1,90.54
38093,Stutsman County,North Dakota,35.9,90.55
36025,Delaware County,New York,31.8,90.55
38097,Traill County,North Dakota,30,90.56
46029,Codington County,South Dakota,34.8,90.57
19151,Pocahontas County,Iowa,27.4,90.57
47111,Macon County,Tennessee,27.6,90.58
46083,Lincoln County,South Dakota,32.4,90.58
26147,St. Clair County,Michigan,31.7,90.58
27137,St. Louis County,Minnesota,31.1,90.59
49023,Juab County,Utah,30.9,90.6
17033,Crawford County,Illinois,20.2,90.61
26047,Emmet County,Michigan,23.1,90.62
17169,Schuyler County,Illinois,18.7,90.62
51195,Wise County,Virginia,40.2,90.64
47115,Marion County,Tennessee,21.9,90.65
20205,Wilson County,Kansas,29.4,90.65
49041,Sevier County,Utah,34.9,90.66
18145,Shelby County,Indiana,36.2,90.69
13025,Brantley County,Georgia,29.4,90.69
42061,Huntingdon County,Pennsylvania,25.2,90.7
18073,Jasper County,Indiana,24.7,90.72
17001,Adams County,Illinois,22.3,90.72
27135,Roseau County,Minnesota,26.3,90.73
26107,Mecosta County,Michigan,25.9,90.73
31017,Brown County,Nebraska,31.6,90.74
31165,Sioux County,Nebraska,18.2,90.77
27125,Red Lake County,Minnesota,24,90.78
36035,Fulton County,New York,34.5,90.79
31137,Phelps County,Nebraska,36.7,90.79
5105,Perry County,Arkansas,23.4,90.81
47135,Perry County,Tennessee,18.9,90.82
31147,Richardson County,Nebraska,40.1,90.85
16085,Valley County,Idaho,17.1,90.85
31121,Merrick County,Nebraska,39.1,90.86
26111,Midland County,Michigan,29.2,90.86
19157,Poweshiek County,Iowa,32.4,90.86
42097,Northumberland County,Pennsylvania,35.4,90.88
39109,Miami County,Ohio,30,90.89
36051,Livingston County,New York,36.6,90.91
38087,Slope County,North Dakota,17.6,90.92
47039,Decatur County,Tennessee,23.5,90.92
38063,Nelson County,North Dakota,29.4,90.92
18107,Montgomery County,Indiana,30.5,90.92
55031,Douglas County,Wisconsin,26.5,90.93
37189,Watauga County,North Carolina,19.5,90.93
26087,Lapeer County,Michigan,34.1,90.93
18173,Warrick County,Indiana,31.9,90.93
54089,Summers County,West Virginia,35.2,90.94
31143,Polk County,Nebraska,30.7,90.94
39119,Muskingum County,Ohio,41.6,90.95
56033,Sheridan County,Wyoming,27.9,90.96
30057,Madison County,Montana,23,90.96
55057,Juneau County,Wisconsin,27.6,90.97
29107,Lafayette County,Missouri,36.9,90.97
37087,Haywood County,North Carolina,33.8,90.98
47171,Unicoi County,Tennessee,20.9,91.01
27091,Martin County,Minnesota,31,91.01
29219,Warren County,Missouri,37.1,91.01
17027,Clinton County,Illinois,21.9,91.01
42073,Lawrence County,Pennsylvania,30.8,91.03
51005,Alleghany County,Virginia,30.8,91.03
27101,Murray County,Minnesota,31.2,91.03
1019,Cherokee County,Alabama,27.3,91.04
31021,Burt County,Nebraska,32.5,91.06
42051,Fayette County,Pennsylvania,29.2,91.08
1093,Marion County,Alabama,25.5,91.08
17155,Putnam County,Illinois,17.2,91.08
5053,Grant County,Arkansas,33.9,91.09
27049,Goodhue County,Minnesota,32.5,91.11
20039,Decatur County,Kansas,23.9,91.11
27039,Dodge County,Minnesota,33.4,91.12
20165,Rush County,Kansas,29.7,91.15
27167,Wilkin County,Minnesota,25.1,91.18
20029,Cloud County,Kansas,31,91.18
47085,Humphreys County,Tennessee,21.8,91.2
31171,Thomas County,Nebraska,24.4,91.21
30043,Jefferson County,Montana,24,91.21
18153,Sullivan County,Indiana,26,91.21
51163,Rockbridge County,Virginia,25.9,91.22
26031,Cheboygan County,Michigan,24.6,91.22
20179,Sheridan County,Kansas,27.1,91.22
21123,Larue County,Kentucky,27.2,91.22
56023,Lincoln County,Wyoming,27.8,91.26
30021,Dawson County,Montana,35.5,91.27
47071,Hardin County,Tennessee,29.6,91.27
18133,Putnam County,Indiana,27,91.28
19035,Cherokee County,Iowa,36.6,91.29
55047,Green Lake County,Wisconsin,22.8,91.31
42021,Cambria County,Pennsylvania,30.6,91.32
19083,Hardin County,Iowa,30.6,91.33
42125,Washington County,Pennsylvania,32,91.34
17053,Ford County,Illinois,17.7,91.34
46107,Potter County,South Dakota,21.5,91.35
33015,Rockingham County,New Hampshire,27.8,91.35
21099,Hart County,Kentucky,23.2,91.35
30095,Stillwater County,Montana,27.9,91.36
38013,Burke County,North Dakota,21.8,91.37
39171,Williams County,Ohio,34.8,91.37
18049,Fulton County,Indiana,21.1,91.37
39047,Fayette County,Ohio,42.4,91.38
31095,Jefferson County,Nebraska,33,91.38
26053,Gogebic County,Michigan,19.8,91.38
1043,Cullman County,Alabama,32.2,91.39
38011,Bowman County,North Dakota,24.7,91.4
55021,Columbia County,Wisconsin,31,91.41
18083,Knox County,Indiana,37.9,91.41
27025,Chisago County,Minnesota,30.9,91.41
46057,Hamlin County,South Dakota,31.2,91.42
55131,Washington County,Wisconsin,27.8,91.42
31023,Butler County,Nebraska,35.7,91.42
29187,St. Francois County,Missouri,38.3,91.43
33013,Merrimack County,New Hampshire,28.4,91.43
36023,Cortland County,New York,36.3,91.44
20121,Miami County,Kansas,37.4,91.44
5055,Greene County,Arkansas,34.7,91.44
54069,Ohio County,West Virginia,30.4,91.45
47159,Smith County,Tennessee,25.8,91.45
38007,Billings County,North Dakota,19.2,91.45
30081,Ravalli County,Montana,26.7,91.46
20115,Marion County,Kansas,30,91.47
21175,Morgan County,Kentucky,31.5,91.47
27061,Itasca County,Minnesota,34.4,91.48
46063,Harding County,South Dakota,18,91.5
29011,Barton County,Missouri,32.7,91.5
19091,Humboldt County,Iowa,24.4,91.52
47089,Jefferson County,Tennessee,28.7,91.53
16017,Bonner County,Idaho,28.2,91.53
13311,White County,Georgia,18.1,91.53
39137,Putnam County,Ohio,30.9,91.54
51017,Bath County,Virginia,20.1,91.55
37009,Ashe County,North Carolina,28.2,91.55
55141,Wood County,Wisconsin,30.9,91.56
31065,Furnas County,Nebraska,33.9,91.56
37043,Clay County,North Carolina,18.6,91.59
39123,Ottawa County,Ohio,29.1,91.6
27059,Isanti County,Minnesota,30.2,91.6
39115,Morgan County,Ohio,35.8,91.62
30053,Lincoln County,Montana,27.4,91.62
30109,Wibaux County,Montana,19.1,91.62
21037,Campbell County,Kentucky,32.4,91.63
55019,Clark County,Wisconsin,30.1,91.65
21007,Ballard County,Kentucky,20.8,91.66
30029,Flathead County,Montana,28.5,91.66
46025,Clark County,South Dakota,21.2,91.69
39013,Belmont County,Ohio,35,91.69
21129,Lee County,Kentucky,24.4,91.7
27077,Lake Of The Woods County,Minnesota,21.6,91.71
20095,Kingman County,Kansas,30.2,91.71
27057,Hubbard County,Minnesota,30.7,91.72
37199,Yancey County,North Carolina,21.3,91.73
39125,Paulding County,Ohio,32.1,91.73
38003,Barnes County,North Dakota,35,91.73
38041,Hettinger County,North Dakota,27.4,91.73
29043,Christian County,Missouri,30.7,91.73
41063,Wallowa County,Oregon,21.4,91.74
51105,Lee County,Virginia,26.5,91.79
38057,Mercer County,North Dakota,36.1,91.79
20027,Clay County,Kansas,32.2,91.79
17057,Fulton County,Illinois,18.7,91.8
46079,Lake County,South Dakota,23.6,91.82
47145,Roane County,Tennessee,28.8,91.82
29117,Livingston County,Missouri,31.6,91.82
21039,Carlisle County,Kentucky,19.5,91.82
39129,Pickaway County,Ohio,34.1,91.83
19081,Hancock County,Iowa,22.9,91.83
46119,Sully County,South Dakota,18.9,91.84
46051,Grant County,South Dakota,25.8,91.84
55033,Dunn County,Wisconsin,30.6,91.84
20031,Coffey County,Kansas,28.9,91.85
51023,Botetourt County,Virginia,25.7,91.87
47005,Benton County,Tennessee,21.7,91.87
26109,Menominee County,Michigan,28.8,91.89
42037,Columbia County,Pennsylvania,35.1,91.9
21001,Adair County,Kentucky,30.9,91.9
19053,Decatur County,Iowa,22.2,91.9
17151,Pope County,Illinois,17.2,91.94
55005,Barron County,Wisconsin,28.6,91.96
47059,Greene County,Tennessee,31.8,91.97
36095,Schoharie County,New York,35.2,91.97
17165,Saline County,Illinois,19.9,91.97
38043,Kidder County,North Dakota,22.3,91.98
47101,Lewis County,Tennessee,20.8,91.99
26041,Delta County,Michigan,32.2,91.99
29111,Lewis County,Missouri,40.2,91.99
50013,Grand Isle County,Vermont,26.8,92
27089,Marshall County,Minnesota,29.6,92
19147,Palo Alto County,Iowa,33.7,92
30075,Powder River County,Montana,19.7,92
5129,Searcy County,Arkansas,20.6,92.02
27111,Otter Tail County,Minnesota,31.3,92.03
5065,Izard County,Arkansas,25.3,92.03
18077,Jefferson County,Indiana,29.8,92.04
46087,Mccook County,South Dakota,23.9,92.07
31025,Cass County,Nebraska,39.2,92.07
30099,Teton County,Montana,25,92.07
18051,Gibson County,Indiana,30.4,92.07
26103,Marquette County,Michigan,26.1,92.08
28141,Tishomingo County,Mississippi,33.2,92.1
29137,Monroe County,Missouri,32.3,92.11
47153,Sequatchie County,Tennessee,25.1,92.13
19041,Clay County,Iowa,32.9,92.15
47029,Cocke County,Tennessee,30,92.17
47127,Moore County,Tennessee,17.4,92.18
50001,Addison County,Vermont,27,92.19
39149,Shelby County,Ohio,32.9,92.19
26055,Grand Traverse County,Michigan,23.4,92.19
19123,Mahaska County,Iowa,28.4,92.2
5101,Newton County,Arkansas,32.2,92.22
47129,Morgan County,Tennessee,21.9,92.23
17185,Wabash County,Illinois,17.6,92.24
20207,Woodson County,Kansas,21.9,92.25
36089,St. Lawrence County,New York,38.7,92.25
50025,Windham County,Vermont,26.2,92.26
54019,Fayette County,West Virginia,39.3,92.26
5141,Van Buren County,Arkansas,32.9,92.26
1029,Cleburne County,Alabama,20.6,92.27
29105,Laclede County,Missouri,33.8,92.28
